movieid,movieName,releaseDate,rating,popularity,voteCount
161795,Déjà Vu,4/22/98,8,0.605645,1
159824,Hotel Transylvania 2,9/21/15,6.7,61.692197,1497
49948,Fantasia 2000,12/17/99,7,14.530946,292
2135,The Time Machine,3/4/02,5.8,25.978555,631
9822,Mighty Joe Young,12/25/98,5.9,6.643778,208
9705,Swordfish,6/7/01,6.1,36.788745,932
1656,The Legend of Zorro,10/24/05,5.9,31.054334,893
12159,What Dreams May Come,10/2/98,6.8,21.891078,577
9678,Little Nicky,11/10/00,5.2,18.335992,438
4442,The Brothers Grimm,8/26/05,5.6,40.138009,818
75,Mars Attacks!,12/12/96,6.1,44.090535,1509
330770,Évolution,9/14/15,6.4,3.300061,47
9433,The Edge,9/6/97,6.7,20.632673,349
19959,Surrogates,9/24/09,5.9,36.664991,1195
11973,Thirteen Days,12/24/00,6.9,18.26121,189
11228,Daylight,12/6/96,5.8,16.681269,378
77951,Walking With Dinosaurs,12/18/13,5.2,10.088006,133
5491,Battlefield Earth,5/10/00,3,7.89147,255
10715,Looney Tunes: Back in Action,11/14/03,5.6,16.715631,297
10197,Nine,12/3/09,5.1,9.357734,165
9562,Timeline,11/26/03,5.4,11.22268,318
9922,The Postman,12/25/97,6.1,14.564667,299
9447,Babe: Pig in the City,11/25/98,5.2,11.356079,305
274854,The Last Witch Hunter,10/21/15,5.7,52.612025,1316
8870,Red Planet,11/10/00,5.4,13.800656,267
9992,Arthur et les Minimoys,12/13/06,6,27.097932,639
36970,Oceans,10/17/09,7.3,10.706613,111
10077,A Sound of Thunder,5/15/05,4.8,7.342892,111
76649,Pompeii,2/18/14,5.2,50.561849,1267
293644,Don Gato: El inicio de la pandilla,10/30/15,5.3,0.719996,9
453,A Beautiful Mind,12/11/01,7.7,59.248437,3009
8587,The Lion King,6/23/94,8,90.457886,5376
72545,Journey 2: The Mysterious Island,1/19/12,5.8,40.723459,1030
109451,Cloudy with a Chance of Meatballs 2,9/26/13,6.4,41.247402,915
9533,Red Dragon,9/29/02,6.7,10.083905,1115
2023,Hidalgo,3/5/04,6.5,16.759252,318
71880,Jack and Jill,11/11/11,4.1,22.132418,604
584,2 Fast 2 Furious,6/5/03,6.2,10.520961,2028
309809,The Little Prince,7/29/15,7.6,35.384423,756
4858,The Invasion,8/17/07,5.7,15.673154,359
17711,The Adventures of Rocky & Bullwinkle,6/30/00,3.9,8.981427,87
328111,The Secret Life of Pets,6/18/16,5.9,31.482872,3462
8698,The League of Extraordinary Gentlemen,7/11/03,5.7,47.436675,1155
93456,Despicable Me 2,6/25/13,7,136.886704,4637
602,Independence Day,6/25/96,6.7,60.442593,3260
330,The Lost World: Jurassic Park,5/23/97,6.2,2.502487,2487
953,Madagascar,5/25/05,6.6,48.110909,3237
9693,Children of Men,9/22/06,7.4,35.387874,2071
36657,X-Men,7/13/00,6.8,4.66891,4097
8909,Wanted,6/19/08,6.4,73.82289,2528
9802,The Rock,6/6/96,6.9,51.469576,1456
950,Ice Age: The Meltdown,3/23/06,6.5,85.115058,2951
1824,50 First Dates,2/13/04,6.6,61.437586,2105
2976,Hairspray,7/13/07,6.5,31.160542,709
11026,Exorcist: The Beginning,8/20/04,4.7,15.761384,183
332,Inspector Gadget,7/23/99,4.3,17.561955,318
75656,Now You See Me,5/29/13,7.3,71.124686,5487
38365,Grown Ups,6/24/10,6,38.864027,1705
594,The Terminal,6/17/04,7,57.753914,1910
15189,Hotel for Dogs,1/16/09,5.7,13.25753,202
11678,Vertical Limit,12/8/00,5.9,13.318744,283
6538,Charlie Wilson's War,12/19/07,6.5,18.70031,338
10555,Shark Tale,9/20/04,5.8,47.094369,1557
1125,Dreamgirls,12/25/06,6.6,14.486311,284
4551,Be Cool,3/4/05,5.4,18.61472,292
612,Munich,12/22/05,6.9,29.035222,696
9567,Tears of the Sun,3/7/03,6.4,27.055085,573
37821,Killers,6/4/10,5.7,23.004607,772
203801,The Man from U.N.C.L.E.,8/13/15,7.1,48.744209,2265
2539,Spanglish,12/17/04,5.8,14.209329,369
9297,Monster House,7/21/06,6.3,36.368839,874
3172,Bandits,10/12/01,6.2,24.353302,302
6520,First Knight,7/7/95,5.9,19.143321,311
1439,Anna and the King,12/16/99,6.4,13.327372,197
37958,Immortals,11/10/11,5.7,37.917002,880
2026,Hostage,3/9/05,6.2,23.663713,512
7450,Titan A.E.,6/16/00,6.3,14.44381,313
11375,Hollywood Homicide,6/9/03,5,10.605084,166
9425,Soldier,10/23/98,6.1,11.873856,221
25769,Carriers,9/4/09,5.8,12.708963,282
23685,Monkeybone,2/23/01,4.3,8.098369,78
11866,Flight of the Phoenix,12/17/04,5.7,20.374308,276
9741,Unbreakable,11/13/00,6.9,42.006908,1946
211672,Minions,6/17/15,6.4,875.581305,4571
23629,Sucker Punch,3/24/11,5.9,39.127082,1623
8688,Snake Eyes,8/7/98,5.8,20.790703,327
10153,Sphere,2/13/98,5.8,18.65988,476
153518,The Angry Birds Movie,5/11/16,5.9,45.720894,1022
8676,Fool's Gold,2/7/08,5.4,21.789615,444
20829,Funny People,7/31/09,5.7,20.199057,390
4349,The Kingdom,8/22/07,6.5,26.123705,513
9718,Talladega Nights: The Ballad of Ricky Bobby,8/4/06,6.2,12.599836,491
10808,Dr. Dolittle 2,6/22/01,4.9,13.543053,410
197,Braveheart,5/24/95,7.7,60.722162,3336
25,Jarhead,11/4/05,6.6,32.227223,765
35,The Simpsons Movie,7/25/07,6.9,46.875375,2264
11086,The Majestic,12/21/01,6.6,11.215702,188
10477,Driven,4/27/01,4.5,8.468586,179
1997,Deux frères,4/7/04,6.9,8.884318,180
6947,The Village,7/30/04,6.2,27.491891,1071
3050,Doctor Dolittle,6/22/98,5.4,21.462935,686
2675,Signs,8/2/02,6.4,28.848187,1599
809,Shrek 2,5/19/04,6.7,47.320801,2988
920,Cars,6/8/06,6.6,82.643036,3877
4806,Runaway Bride,7/30/99,5.7,20.230535,455
7451,xXx,8/9/02,5.8,46.217769,1424
228165,The SpongeBob Movie: Sponge Out of Water,2/5/15,5.8,36.952268,719
3595,Ransom,11/8/96,6.4,16.411345,470
16869,Inglourious Basterds,8/18/09,7.9,72.595961,6430
879,Hook,12/11/91,6.6,33.648404,1532
1573,Die Hard 2,7/2/90,6.6,57.69847,1896
9257,S.W.A.T.,8/8/03,5.8,34.052253,770
1903,Vanilla Sky,12/10/01,6.5,27.299301,1078
9697,Lady in the Water,7/21/06,5.3,20.219385,409
395,AVP: Alien vs. Predator,8/12/04,5.5,42.957216,1217
23398,Alvin and the Chipmunks: The Squeakquel,12/21/09,5.4,29.412262,666
10590,We Were Soldiers,3/1/02,6.7,19.708731,521
117263,Olympus Has Fallen,3/20/13,6.2,59.428223,2981
200,Star Trek: Insurrection,12/10/98,6.3,19.711951,391
44943,Battle: Los Angeles,3/8/11,5.5,49.199234,1448
587,Big Fish,12/25/03,7.6,46.199482,1994
10395,Wolf,6/17/94,6,13.758526,216
57212,War Horse,12/25/11,7,29.505574,992
152760,The Monuments Men,1/24/14,5.8,43.873266,1523
2756,The Abyss,8/9/89,7.1,24.961625,808
33909,Wall Street: Money Never Sleeps,9/2/10,5.8,23.25645,493
49017,Dracula Untold,10/1/14,6.2,64.457947,2389
9882,The Siege,11/6/98,6,20.089933,352
2270,Stardust,8/9/07,7.1,48.032734,1184
978,Seven Years in Tibet,9/12/97,7,16.92991,630
44564,The Dilemma,1/13/11,5.2,14.780634,304
3132,Bad Company,6/7/02,5.4,14.086292,228
8814,Doom,10/20/05,5,29.261348,609
8427,I Spy,10/31/02,5.2,13.267631,269
52520,Underworld: Awakening,1/19/12,6.1,58.401204,1862
80585,Rock of Ages,6/13/12,6,23.515938,385
10592,Hart's War,2/15/02,5.9,14.244518,241
49021,Killer Elite,9/23/11,6.1,29.501489,695
11535,Rollerball,2/8/02,3.4,9.306253,106
10550,Ballistic: Ecks vs. Sever,9/20/02,4.3,8.37378,97
11258,Hard Rain,1/16/98,5.5,10.930537,179
12610,Osmosis Jones,8/7/01,5.9,10.54544,228
59981,Legends of Oz: Dorothy's Return,6/13/13,5.9,6.682006,43
201088,Blackhat,1/13/15,5.1,46.832372,826
5137,Sky Captain and the World of Tomorrow,9/17/04,5.7,24.664776,439
3093,Basic Instinct 2,3/29/06,4.6,13.483387,180
107846,Escape Plan,10/9/13,6.7,44.478043,1659
188207,The Legend of Hercules,1/10/14,4.4,25.020428,533
4614,The Sum of All Fears,5/31/02,5.9,22.392544,437
24021,The Twilight Saga: Eclipse,6/23/10,5.8,107.069763,2301
11371,The Score,7/13/01,6.7,22.572323,423
20352,Despicable Me,7/8/10,7.1,113.858273,6478
11517,Money Train,11/21/95,5.4,10.004564,222
214756,Ted 2,6/25/15,6.2,68.734513,2463
26428,Agora,5/17/09,6.9,18.888806,395
9824,Mystery Men,8/6/99,5.7,12.948627,250
48988,Hall Pass,2/25/11,5.4,27.11589,611
9008,The Insider,10/28/99,7.3,26.153669,481
300673,The Finest Hours,1/25/16,6.3,28.223664,588
12113,Body of Lies,10/10/08,6.5,37.507136,895
38778,Dinner for Schmucks,7/30/10,5.5,11.023691,531
72331,Abraham Lincoln: Vampire Hunter,6/20/12,5.5,38.634767,1269
1844,Entrapment,4/29/99,6,25.877794,602
846,The X Files,6/19/98,6.6,18.59991,488
9703,The Last Legion,4/19/07,5,12.282911,207
857,Saving Private Ryan,7/24/98,7.9,76.041867,5048
136797,Need for Speed,3/13/14,6.1,54.81489,1520
3981,What Women Want,12/15/00,6.1,31.39165,992
425,Ice Age,3/10/02,7.1,99.561972,3857
6171,Dreamcatcher,3/21/03,5.3,26.792794,567
72976,Lincoln,11/9/12,6.7,36.307296,1429
603,The Matrix,3/30/99,7.9,104.309993,8907
568,Apollo 13,6/30/95,7.3,68.140214,1599
9021,The Santa Clause 2,10/31/02,5.5,14.646884,297
82695,Les Misérables,12/18/12,7.1,48.356214,1884
9489,You've Got Mail,12/17/98,6.3,28.540267,838
12133,Step Brothers,7/25/08,6.5,22.977983,1062
9342,The Mask of Zorro,7/16/98,6.3,31.086791,1183
41733,Due Date,11/4/10,6.2,43.865294,1685
227306,Unbroken,12/25/14,7.3,43.055253,1400
5551,Space Cowboys,7/31/00,6.3,15.772081,403
9350,Cliffhanger,5/28/93,6.1,26.19909,588
9208,Broken Arrow,2/9/96,5.7,22.769108,453
4244,The Kid,7/7/00,6,18.281798,238
1852,World Trade Center,8/9/06,5.9,24.697533,447
11820,Mona Lisa Smile,12/19/03,6.5,19.718544,393
76493,The Dictator,5/15/12,5.9,31.349143,1743
345,Eyes Wide Shut,7/14/99,7.1,27.870312,1234
196867,Annie,12/19/14,6,33.439187,466
256591,Focus,2/25/15,6.7,59.634029,2542
59962,This Means War,2/14/12,5.9,38.994297,1389
36648,Blade: Trinity,12/8/04,5.7,49.660055,1252
1880,Red Dawn,8/10/84,6.4,11.743085,215
9440,Primary Colors,3/20/98,6.1,9.110247,94
71679,Resident Evil: Retribution,9/12/12,5.6,6.227675,1600
10483,Death Race,8/22/08,6,42.57877,1175
11412,The Long Kiss Goodnight,10/11/96,6.5,15.858629,314
11983,Proof of Life,12/8/00,6,14.866901,208
6795,Zathura: A Space Adventure,11/6/05,6.1,15.194239,779
550,Fight Club,10/15/99,8.3,146.757391,9413
11170,We Are Marshall,12/12/06,6.7,8.629665,186
9292,Hudson Hawk,5/23/91,5.4,16.803457,269
10783,Lucky Numbers,10/27/00,4.9,2.952595,52
100241,"I, Frankenstein",1/22/14,5,31.324734,687
257,Oliver Twist,9/23/05,6.7,20.415572,274
9947,Elektra,1/13/05,4.8,28.613892,575
189,Sin City: A Dame to Kill For,8/20/14,6.3,85.428395,1286
12618,Random Hearts,10/8/99,5.3,4.137237,63
253412,Everest,9/10/15,6.7,60.246978,1772
1427,Perfume: The Story of a Murderer,9/13/06,7.1,42.551902,1165
818,Austin Powers in Goldmember,7/26/02,5.9,40.137264,979
16577,Astro Boy,10/15/09,6.1,24.857079,409
329,Jurassic Park,6/11/93,7.6,40.413191,4856
12160,Wyatt Earp,6/24/94,6.5,13.859307,202
9331,Clear and Present Danger,8/3/94,6.4,18.832471,386
300168,天將雄師,2/19/15,5.9,9.568884,145
9072,Little Man,8/31/06,5.3,12.421504,261
3536,U-571,4/20/00,6.1,18.096884,340
9087,The American President,11/17/95,6.5,11.056763,195
12177,The Love Guru,6/20/08,4.3,13.218008,242
12138,3000 Miles to Graceland,2/23/01,5.8,11.262655,178
273248,The Hateful Eight,12/25/15,7.6,68.717016,4274
9955,Blades of Glory,3/30/07,5.9,19.412028,569
50359,Hop,3/30/11,5.5,16.791058,331
1271,300,12/9/06,7,65.197968,4997
693,Meet the Fockers,12/22/04,6.1,32.829538,1373
14306,Marley & Me,12/25/08,6.9,30.951203,1343
497,The Green Mile,12/10/99,8.2,103.698022,4048
11199,Wild Hogs,3/2/07,5.6,31.719463,648
9982,Chicken Little,11/4/05,5.6,47.973995,944
210577,Gone Girl,10/1/14,7.9,143.041543,5862
2501,The Bourne Identity,6/14/02,7.3,86.476817,3583
710,GoldenEye,11/16/95,6.6,59.824565,1174
2275,The General's Daughter,6/18/99,6.1,18.345613,205
37165,The Truman Show,6/4/98,7.8,56.488027,4537
9837,The Prince of Egypt,12/15/98,6.8,29.464852,817
10708,Daddy Day Care,5/3/03,5.6,18.106021,506
136400,2 Guns,8/2/13,6.6,42.881415,1589
10992,Cats & Dogs,7/4/01,5,18.735024,352
9654,The Italian Job,5/30/03,6.6,62.766854,1919
2642,Two Weeks Notice,12/19/02,5.9,24.153567,487
8916,Antz,10/2/98,6,41.515702,1272
19899,Couples Retreat,9/19/09,5.3,26.676487,588
2119,Days of Thunder,6/27/90,5.9,16.278022,353
9641,Cheaper by the Dozen 2,12/21/05,5.7,18.831023,526
294254,Maze Runner: The Scorch Trials,9/9/15,6.4,113.161483,3040
38167,Eat Pray Love,8/12/10,5.8,28.800112,636
5994,The Family Man,12/12/00,6.5,19.705489,521
39514,RED,10/13/10,6.6,41.430245,2808
9563,Any Given Sunday,12/16/99,6.8,23.127561,422
547,The Horse Whisperer,5/14/98,6.7,12.867352,292
1538,Collateral,8/4/04,7,44.815022,1451
9334,The Scorpion King,4/16/02,5.3,37.537093,779
11128,Ladder 49,10/1/04,6.2,10.99991,207
75780,Jack Reacher,12/20/12,6.3,56.868399,2998
8914,Deep Blue Sea,7/28/99,5.6,22.991269,604
13576,Michael Jackson's This Is It,10/28/09,6.7,15.798622,247
39538,Contagion,9/8/11,6.2,38.820858,1325
10628,Kangaroo Jack,1/17/03,4.3,10.292864,203
14836,Coraline,2/5/09,7.3,51.146047,1386
8645,The Happening,6/11/08,4.9,20.501582,950
9509,Man on Fire,4/23/04,7.3,45.299089,1553
10067,The Shaggy Dog,3/9/06,4.5,4.280619,137
9384,Starsky & Hutch,3/5/04,5.6,28.848842,644
9279,Jingle All the Way,11/15/96,5.5,22.501041,575
1487,Hellboy,4/2/04,6.5,47.479755,2225
9422,A Civil Action,3/5/98,6.1,10.147321,109
77174,ParaNorman,8/3/12,6.7,39.539045,789
4824,The Jackal,11/14/97,6.1,19.747459,527
9620,Paycheck,12/25/03,5.9,29.018826,581
9302,Up Close & Personal,3/1/96,5.9,4.801849,50
10199,The Tale of Despereaux,12/19/08,5.8,16.493576,258
10771,The Tuxedo,9/27/02,5.3,21.549232,483
3512,Under Siege 2: Dark Territory,7/13/95,5.6,13.080725,210
137094,Jack Ryan: Shadow Recruit,1/15/14,5.9,42.538258,1173
274479,Joy,12/24/15,6.4,29.876507,1581
267860,London Has Fallen,3/2/16,5.8,61.849521,1621
8078,Alien: Resurrection,11/12/97,5.9,37.44963,1365
7485,Shooter,3/22/07,6.9,37.378081,1462
170687,The Boxtrolls,9/10/14,6.6,30.656345,668
6435,Practical Magic,10/16/98,6.3,15.142701,338
137106,The Lego Movie,2/6/14,7.5,59.547928,3070
10040,Miss Congeniality 2: Armed and Fabulous,3/11/05,5.3,19.998581,425
6278,Reign of Fire,7/12/02,6,27.615108,669
82682,Gangster Squad,1/10/13,6.2,29.041198,1778
17610,Year One,6/18/09,4.6,25.293538,524
22954,Invictus,12/10/09,7,23.85119,1125
16995,State of Play,4/17/09,6.7,21.685719,484
16558,Duplicity,3/19/09,5.7,13.630049,201
9849,My Favorite Martian,2/11/99,5.1,6.80692,80
5820,The Sentinel,4/19/06,5.8,15.352807,225
16866,Planet 51,11/19/09,5.6,23.661071,556
201,Star Trek: Nemesis,12/13/02,6.1,21.605533,479
11775,Intolerable Cruelty,9/2/03,5.8,22.620125,391
87825,Trouble with the Curve,9/21/12,6.6,18.587114,366
12201,Edge of Darkness,1/29/10,6.2,24.657931,487
11015,The Relic,1/10/97,5.8,12.621769,130
9932,Analyze That,12/6/02,5.7,21.08952,380
13389,Righteous Kill,9/11/08,5.9,18.380176,375
8838,Mercury Rising,4/3/98,6,18.877795,368
17332,The Soloist,4/24/09,6.6,17.299333,234
4958,The Legend of Bagger Vance,11/2/00,6.3,16.848899,251
786,Almost Famous,9/15/00,7.4,21.547446,797
9513,Garfield: A Tail of Two Kitties,6/15/06,5.1,16.930969,464
11679,xXx: State of the Union,4/27/05,4.7,36.689223,549
38321,Priest,5/5/11,5.4,28.350927,692
14411,Sinbad: Legend of the Seven Seas,7/2/03,6.6,18.815442,372
8413,Event Horizon,8/15/97,6.5,29.787135,742
10052,Dragonfly,2/22/02,6.1,8.927137,204
9676,The Black Dahlia,9/15/06,5.7,15.213484,287
9664,Flyboys,9/22/06,6.3,13.155999,271
2100,The Last Castle,10/19/01,7,15.433244,285
10384,Supernova,1/14/00,4.9,5.762037,109
137321,Winter's Tale,2/13/14,6,22.736038,487
123553,The Mortal Instruments: City of Bones,8/21/13,6.2,45.514031,1602
11260,Meet Dave,7/8/08,5,18.676291,371
9009,Dark Water,6/27/05,5.3,14.376463,274
11374,Edtv,3/26/99,5.7,14.298297,166
2309,Inkheart,12/11/08,6,27.018886,592
8285,The Spirit,12/25/08,4.7,14.84856,320
210860,Mortdecai,1/21/15,5.4,52.417529,1055
2312,In the Name of the King: A Dungeon Siege Tale,11/29/07,4.1,15.406173,224
9839,Beyond Borders,10/23/03,6.7,6.523472,110
381902,西游记之孙悟空三打白骨精,1/22/16,6,4.72629,24
13922,The Great Raid,8/12/05,6.8,8.923215,91
293660,Deadpool,2/9/16,7.4,514.569956,10995
9713,Holy Man,10/8/98,4.9,9.265672,111
190859,American Sniper,12/11/14,7.4,87.53437,4469
257445,Goosebumps,8/5/15,6.2,45.351617,995
9007,Just Like Heaven,9/16/05,6.5,13.43573,579
889,The Flintstones in Viva Rock Vegas,4/28/00,4.4,6.248309,134
1370,Rambo III,5/24/88,5.7,31.294717,690
4942,Leatherheads,3/24/08,5.7,7.739276,130
347969,The Ridiculous 6,12/11/15,4.9,19.694695,388
24438,Did You Hear About the Morgans?,12/17/09,5.1,14.403696,276
116741,The Internship,6/7/13,6.1,1.551497,1658
35791,Resident Evil: Afterlife,9/9/10,5.8,2.143764,1363
72431,Red Tails,1/19/12,5.9,12.29603,178
1813,The Devil's Advocate,10/17/97,7.2,33.8473,1374
87428,That's My Boy,6/14/12,5.5,21.723897,453
8840,DragonHeart,5/31/96,6.4,31.791979,535
10589,After the Sunset,11/12/04,6,14.113066,226
71676,Ghost Rider: Spirit of Vengeance,12/10/11,4.7,48.622278,1135
1722,Captain Corelli's Mandolin,8/17/01,5.5,9.061866,145
10022,The Pacifier,3/4/05,5.8,35.4763,842
11358,Walking Tall,4/2/04,6,23.438398,381
13,Forrest Gump,7/6/94,8.2,138.133331,7927
6477,Alvin and the Chipmunks,12/13/07,5.5,47.336034,1177
1597,Meet the Parents,10/6/00,6.6,29.97224,1698
10530,Pocahontas,6/14/95,6.7,47.845589,1457
1924,Superman,12/13/78,6.9,48.507081,1022
9327,The Nutty Professor,6/26/96,5.4,20.28119,702
8488,Hitch,2/10/05,6.4,34.576913,1665
10603,George of the Jungle,7/15/97,5.4,22.573237,496
8273,American Wedding,8/1/03,6,36.194802,1129
109424,Captain Phillips,10/10/13,7.6,52.786917,2454
35056,Date Night,4/8/10,5.9,38.06168,1122
8839,Casper,5/26/95,6,19.830132,1019
156022,The Equalizer,9/24/14,7.1,79.922059,2954
7303,Maid in Manhattan,12/13/02,5.6,19.738215,485
8963,Crimson Tide,5/12/95,7,20.334629,498
1402,The Pursuit of Happyness,12/14/06,7.7,80.581367,2525
9315,Flightplan,9/22/05,6.1,32.05145,772
8984,Disclosure,12/9/94,5.9,15.064058,210
795,City of Angels,4/10/98,6.4,21.272734,529
24,Kill Bill: Vol. 1,10/10/03,7.7,79.754966,4949
11353,Bowfinger,8/12/99,6,13.191829,254
393,Kill Bill: Vol. 2,4/16/04,7.6,50.622607,3948
9618,Tango & Cash,12/22/89,6.1,22.787667,458
9374,Death Becomes Her,7/30/92,6.3,29.498304,636
8584,Shanghai Noon,5/26/00,6.2,25.400935,735
2320,Executive Decision,3/15/96,5.8,17.231675,256
58224,Mr. Popper's Penguins,6/17/11,5.7,32.835777,751
1729,The Forbidden Kingdom,4/18/08,6.3,17.097041,461
175574,Free Birds,10/30/13,5.7,14.414937,254
8077,Alien³,5/22/92,6.2,45.856409,1633
8818,Evita,12/14/96,5.9,7.027139,120
8195,Ronin,9/25/98,6.7,32.657488,658
10586,The Ghost and the Darkness,10/11/96,6.4,12.46525,236
116149,Paddington,11/27/14,7,39.882276,883
80035,The Watch,7/26/12,5.3,39.395881,881
10632,The Hunted,3/11/03,6,8.634954,189
12117,Instinct,6/4/99,6.2,7.386394,146
1792,Stuck on You,12/10/03,5.1,8.802525,188
13260,Semi-Pro,2/28/08,5.4,10.449975,251
72197,The Pirates! In an Adventure with Scientists!,3/12/12,6.4,23.700759,374
3580,Changeling,1/30/08,7.3,27.50916,1131
12123,Chain Reaction,8/2/96,5.3,20.58862,284
9566,The Fan,8/15/96,5.7,4.366488,194
9833,The Phantom of the Opera,12/8/04,7,18.927463,438
4517,Elizabeth: The Golden Age,9/9/07,6.6,15.274137,303
8202,Æon Flux,11/30/05,5.4,29.954302,703
16072,Gods and Generals,2/21/03,6.1,4.362535,48
34314,Turbulence,1/9/97,5.2,4.700024,62
19724,Imagine That,6/19/09,5.7,12.340384,134
145220,Muppets Most Wanted,3/20/14,6.2,14.808304,316
14623,Thunderbirds,7/23/04,4.2,9.27875,91
42297,Burlesque,11/23/10,6.9,22.863516,573
2841,Un long dimanche de fiançailles,10/26/04,7.1,23.05451,346
802,Lolita,6/13/62,7.3,23.962109,395
10375,D-Tox,1/4/02,5.3,12.669778,123
36586,Blade II,3/22/02,6.2,67.169587,1528
11321,Seven Pounds,12/18/08,7.5,41.472404,2039
70074,Bullet to the Head,1/31/13,5.2,22.503935,481
242,The Godfather: Part III,12/24/90,7.1,59.194915,1546
9621,Elizabethtown,10/6/05,6.1,22.894898,327
1819,"You, Me and Dupree",7/14/06,5.4,18.600367,407
8536,Superman II,12/4/80,6.5,30.515175,629
8046,Gigli,8/1/03,3.5,9.053456,104
1717,All the King's Men,9/10/06,5.7,7.768223,95
479,Shaft,6/15/00,5.5,19.643365,308
9444,Anastasia,11/20/97,7.4,45.565918,1432
824,Moulin Rouge!,3/9/01,7.4,57.374341,1300
11456,Domestic Disturbance,10/30/01,5.4,8.41856,113
261023,Black Mass,9/4/15,6.3,46.049902,1242
3683,Flags of Our Fathers,10/18/06,6.7,23.9366,526
22803,Law Abiding Citizen,10/15/09,7.2,49.593978,1486
285923,Grindhouse,4/6/07,6.8,16.637642,459
39437,Beloved,10/16/98,5.9,1.453765,26
1950,Lucky You,5/1/07,5.4,6.162872,81
640,Catch Me If You Can,12/25/02,7.7,73.944049,3795
97630,Zero Dark Thirty,12/19/12,6.7,38.306954,1702
9767,The Break-Up,6/1/06,5.6,26.251217,832
11631,Mamma Mia!,7/3/08,6.4,30.780599,1386
32856,Valentine's Day,2/10/10,5.7,25.41929,1013
6519,The Dukes of Hazzard,8/5/05,5.1,15.98212,316
8741,The Thin Red Line,12/25/98,7.2,40.072583,771
49520,The Change-Up,8/5/11,5.9,32.015477,736
1850,Man on the Moon,12/22/99,6.9,24.444186,435
524,Casino,11/22/95,7.8,40.06688,1307
26389,From Paris with Love,2/5/10,6.1,27.916284,675
11817,Bulletproof Monk,3/28/03,5.1,15.20707,278
2123,"Me, Myself & Irene",6/22/00,6.1,39.001682,927
9907,Barnyard,8/4/06,5.3,10.430832,225
9969,Deck the Halls,11/22/06,5.1,5.952527,109
18239,The Twilight Saga: New Moon,3/15/09,5.6,94.815867,2436
808,Shrek,5/16/01,7.3,67.298732,4056
38050,The Adjustment Bureau,3/3/11,6.5,26.60772,1652
8367,Robin Hood: Prince of Thieves,6/14/91,6.6,28.803729,909
9390,Jerry Maguire,12/6/96,6.7,27.039636,913
72105,Ted,6/29/12,6.3,68.87691,4697
2898,As Good as It Gets,12/19/97,7.2,37.885022,915
10312,Patch Adams,12/25/98,7,35.537397,832
109443,Anchorman 2: The Legend Continues,12/18/13,6,38.125008,923
2022,Mr. Deeds,6/28/02,5.6,18.121404,644
37686,Super 8,6/8/11,6.6,37.069253,2435
462,Erin Brockovich,3/17/00,7.1,30.347332,716
9919,How to Lose a Guy in 10 Days,2/7/03,6.3,23.854701,850
187017,22 Jump Street,6/5/14,7,52.380982,3319
628,Interview with the Vampire,11/11/94,7.2,50.163785,1516
10201,Yes Man,12/9/08,6.4,43.849351,1813
302699,Central Intelligence,6/15/16,6.2,45.318703,1650
9441,Stepmom,12/25/98,6.9,16.368283,277
274167,Daddy's Home,12/25/15,5.8,38.616744,854
224141,Into the Woods,12/25/14,5.6,65.90161,1652
388,Inside Man,3/23/06,7.3,45.220386,1630
2112,Payback,2/5/99,6.7,17.457947,548
